player_id,nome,squadra,ruolo_classico,ruolo_mantra,file,fonte,licenza,autore,stato
6320,Doekhi,Lazio,D,Dc,6320.jpg,https://commons.wikimedia.org/wiki/File:Danilho_Doekhi.jpg,CC0 1.0,Lukas7777777,FONTE_VERIFICATA_DA_SCARICARE
